    342 многий	    ^многий/*многий$ 
      6 Тодоровский	      ^Тодоровский/*Тодоровский$ 
      6 Тальново	      ^Тальново/*Тальново$ 
      6 Тайманов	      ^Тайманов/*Тайманов$ 
      6 средиземный	      ^средиземный/*средиземный$ 
      6 спермицид	      ^спермицид/*спермицид$ 
      6 симплекс-модель	      ^симплекс/симплекс<n><m><nn><sg><acc>/симплекс<n><m><nn><sg><nom>$^-/-<guio>$^модель/модель<n><f><aa><sg><acc>/модель<n><f><aa><sg><nom>/модель<n><f><nn><sg><acc>/модель<n><f><nn><sg><nom>$ 
      6 Светланка	      ^Светланка/*Светланка$ 
      6 Сбис	      ^Сбис/*Сбис$ 
      6 Саенко	      ^Саенко/*Саенко$ 
      6 РСФСР	      ^РСФСР/*РСФСР$ 
      6 РП	      ^РП/*РП$ 
      6 Ростсельмаш	      ^Ростсельмаш/*Ростсельмаш$ 
      6 Ростов-на-Дону	      ^Ростов/Ростов<np><al><m><nn><sg><acc>/Ростов<np><al><m><nn><sg><nom>/Ростов<np><cog><m><sg><nom>/рост<n><m><nn><pl><gen>/ростовой<adj><short><m><sg><prb>$-^на/на<ij>/на<pr>$^-/-<guio>$^Дону/Дон<np><al><m><nn><sg><dat>/Дон<np><al><m><nn><sg><loc>/дон<n><m><aa><sg><dat>$ 
      6 Ренатович	      ^Ренатович/*Ренатович$ 
      6 Рахман	      ^Рахман/*Рахман$ 
      6 РАМН	      ^РАМН/*РАМН$ 
      6 промотер	      ^промотер/*промотер$ 
      6 проклясть	      ^проклясть/*проклясть$ 
      6 приемничек	      ^приемничек/*приемничек$ 
      6 преминуть	      ^преминуть/*преминуть$ 
      6 подтаблица	      ^подтаблица/*подтаблица$ 
      6 перерасти	      ^перерасти/*перерасти$ 
      6 НКВД	      ^НКВД/*НКВД$ 
      6 навряд	      ^на/на<ij>/на<pr>$^вря/врать<vblex><impf><iv><pprs><adv><prb>/врать<vblex><impf><tv><pprs><adv><prb>$^д/*д$ 
      6 Навашин	      ^Навашин/*Навашин$ 
      6 мухаджрун	      ^мухаджрун/*мухаджрун$ 
      6 МУВ	      ^МУВ/*МУВ$ 
      6 МПС	      ^МПС/*МПС$ 
      6 Мошков	      ^Мошков/*Мошков$ 
      6 ММД	      ^ММД/*ММД$ 
      6 Меламид	      ^Меламид/*Меламид$ 
      6 МВФ	      ^МВФ/*МВФ$ 
      6 Марат	      ^Марат/*Марат$ 
      6 Макагон	      ^Макагон/*Макагон$ 
      6 Лю	      ^Лю/*Лю$ 
      6 Лигачев	      ^Лигачев/*Лигачев$ 
      6 ле	      ^ле/*ле$ 
      6 крузер	      ^крузер/*крузер$ 
      6 Кихот	      ^Кихот/*Кихот$ 
      6 Киссинджер	      ^Киссинджер/*Киссинджер$ 
      6 Карлос	      ^Карлос/*Карлос$ 
      6 Капустина	      ^Капустина/*Капустина$ 
      6 итиль	      ^итиль/*итиль$ 
      6 ивт	      ^ивт/*ивт$ 
      6 зооид	      ^зооид/*зооид$ 
      6 зевать	      ^зевать/*зевать$ 
      6 запереться	      ^запереться/*запереться$ 
      6 Жюстин	      ^Жюстин/*Жюстин$ 
      6 Женька	      ^Женька/*Женька$ 
      6 древнеевропейский	      ^древнеевропейский/*древнеевропейский$ 
      6 ди	      ^ди/*ди$ 
      6 джет	      ^джет/*джет$ 
      6 д	      ^д/*д$ 
      6 горотдел	      ^горотдел/*горотдел$ 
      6 Гойтейн	      ^Гойтейн/*Гойтейн$ 
      6 гипермир	      ^гипермир/*гипермир$ 
      6 вылиться	      ^вылиться/*вылиться$ 
      6 выбыть	      ^выбыть/*выбыть$ 
      6 ВР	      ^ВР/*ВР$ 
      6 Войскунский	      ^Войскунский/*Войскунский$ 
      6 водонасыщенность	      ^водонасыщенность/*водонасыщенность$ 
      6 ВМС	      ^ВМС/*ВМС$ 
      6 Вильсон	      ^Вильсон/*Вильсон$ 
      6 видеокарта	      ^видеокарта/*видеокарта$ 
      6 ВДВ	      ^ВДВ/*ВДВ$ 
      6 ВВС	      ^ВВС/*ВВС$ 
      6 вакцинородственный	      ^вакцинородственный/*вакцинородственный$ 
      6 Буйнов	      ^Буйнов/*Буйнов$ 
      6 Брежнев	      ^Брежнев/*Брежнев$ 
      6 Борегар	      ^Борегар/*Борегар$ 
      6 Бозо	      ^Бозо/*Бозо$ 
      6 бодхисаттвический	      ^бодхисаттвический/*бодхисаттвический$ 
      6 Благодуров	      ^Благодуров/*Благодуров$ 
      6 Бицилли	      ^Бицилли/*Бицилли$ 
      6 Башинджагян	      ^Башинджагян/*Башинджагян$ 
      6 Аугусто	      ^Аугусто/*Аугусто$ 
      6 Анук	      ^Анук/*Анук$ 
      6 антикваризация	      ^антикваризация/*антикваризация$ 
      6 Алибек	      ^Алибек/*Алибек$ 
      6 аккреция	      ^аккреция/*аккреция$ 
      5 ЮАР	      ^ЮАР/*ЮАР$ 
      5 этноязыковой	      ^этноязыковой/*этноязыковой$ 
      5 Эпихарм	      ^Эпихарм/*Эпихарм$ 
      5 экстраразмерность	      ^экстраразмерность/*экстраразмерность$ 
      5 Шу	      ^Шу/*Шу$ 
      5 Шнайдер	      ^Шнайдер/*Шнайдер$ 
      5 Чжугэ	      ^Чжугэ/*Чжугэ$ 
      5 Хасимото	      ^Хасимото/*Хасимото$ 
      5 Хакамада	      ^Хакамада/*Хакамада$ 
      5 Хайт	      ^Хайт/*Хайт$ 
      5 фулюган	      ^фулюган/*фулюган$ 
      5 Фейнман	      ^Фейнман/*Фейнман$ 
      5 Трубачев	      ^Трубачев/*Трубачев$ 
      5 Толстопальцево	      ^Толстопальцево/*Толстопальцево$ 
      5 Тойбеле	      ^Тойбеле/*Тойбеле$ 
      5 теплоглаз	      ^теплоглаз/*теплоглаз$ 
      5 тепловидение	      ^тепловидение/*тепловидение$ 
      5 Сэбин	      ^Сэбин/*Сэбин$ 
      5 Сирпп	      ^Сирпп/*Сирпп$ 
      5 симеоновский	      ^симеоновский/*симеоновский$ 
      5 Салагаев	      ^Салагаев/*Салагаев$ 
      5 пушкинознание	      ^пушкинознание/*пушкинознание$ 
      5 пространство-время	      ^пространство/пространство<n><nt><nn><sg><acc>/пространство<n><nt><nn><sg><nom>$^-/-<guio>$^время/время<n><nt><nn><sg><acc>/время<n><nt><nn><sg><nom>$ 
      5 потрепать	      ^потрепать/*потрепать$ 
      5 Потанин	      ^Потанин/*Потанин$ 
      5 полузаказной	      ^полузаказной/*полузаказной$ 
      5 полиомиелитный	      ^полиомиелитный/*полиомиелитный$ 
      5 платонов	      ^платонов/*платонов$ 
      5 планковский	      ^планковский/*планковский$ 
      5 Петренко	      ^Петренко/*Петренко$ 
      5 Пермь	      ^Пермь/*Пермь$ 
      5 Патанджали	      ^Патанджали/*Патанджали$ 
      5 параметризированный	      ^параметризированный/*параметризированный$ 
      5 отцвести	      ^отцвести/*отцвести$ 
      5 Онэксим	      ^Онэксим/*Онэксим$ 
      5 обить	      ^обить/*обить$ 
      5 Оберхоф	      ^Оберхоф/*Оберхоф$ 
      5 НСДАП	      ^НСДАП/*НСДАП$ 
      5 норильский	      ^норильский/*норильский$ 
      5 Нонака	      ^Нонака/*Нонака$ 
      5 нитрос	      ^нитрос/*нитрос$ 
      5 нижнеузенский	      ^нижнеузенский/*нижнеузенский$ 
      5 непривитый	      ^непривитый/*непривитый$ 
      5 неиммунный	      ^неиммунный/*неиммунный$ 
      5 нда	      ^нда/*нда$ 
      5 Нахабино	      ^Нахабино/*Нахабино$ 
      5 направленье	      ^направленье/*направленье$ 
      5 нанометр	      ^нанометр/*нанометр$ 
      5 наесться	      ^наесться/*наесться$ 
      5 Москва-река	      ^Москва/Москва<np><al><f><nn><sg><nom>$^-/-<guio>$^река/река<n><f><nn><sg><nom>$ 
      5 морковочка	      ^морковочка/*морковочка$ 
      5 Минэкономразвития	      ^Минэкономразвития/*Минэкономразвития$ 
      5 Миннелли	      ^Миннелли/*Миннелли$ 
      5 микроРНК	      ^микроРНК/*микроРНК$ 
      5 МИД	      ^МИД/*МИД$ 
      5 МГБ	      ^МГБ/*МГБ$ 
      5 Мари-Франс	      ^Мари/Мари<np><ant><f><pl><acc>/Мари<np><ant><f><pl><dat>/Мари<np><ant><f><pl><gen>/Мари<np><ant><f><pl><ins>/Мари<np><ant><f><pl><nom>/Мари<np><ant><f><pl><prp>/Мари<np><ant><f><sg><acc>/Мари<np><ant><f><sg><dat>/Мари<np><ant><f><sg><gen>/Мари<np><ant><f><sg><ins>/Мари<np><ant><f><sg><nom>/Мари<np><ant><f><sg><prp>/мари<n><f><aa><pl><acc>/мари<n><f><aa><pl><dat>/мари<n><f><aa><pl><gen>/мари<n><f><aa><pl><ins>/мари<n><f><aa><pl><nom>/мари<n><f><aa><pl><prp>/мари<n><f><aa><sg><acc>/мари<n><f><aa><sg><dat>/мари<n><f><aa><sg><gen>/мари<n><f><aa><sg><ins>/мари<n><f><aa><sg><nom>/мари<n><f><aa><sg><prp>/мари<n><m><aa><pl><acc>/мари<n><m><aa><pl><dat>/мари<n><m><aa><pl><gen>/мари<n><m><aa><pl><ins>/мари<n><m><aa><pl><nom>/мари<n><m><aa><pl><prp>/мари<n><m><aa><sg><acc>/мари<n><m><aa><sg><dat>/мари<n><m><aa><sg><gen>/мари<n><m><aa><sg><ins>/мари<n><m><aa><sg><nom>/мари<n><m><aa><sg><prp>/марь<n><f><nn><pl><acc>/марь<n><f><nn><pl><nom>/марь<n><f><nn><sg><dat>/марь<n><f><nn><sg><gen>/марь<n><f><nn><sg><prp>$^-/-<guio>$^Франс/Франс<np><cog><f><sg><acc>/Франс<np><cog><f><sg><dat>/Франс<np><cog><f><sg><gen>/Франс<np><cog><f><sg><ins>/Франс<np><cog><f><sg><nom>/Франс<np><cog><f><sg><prp>/Франс<np><cog><m><sg><nom>$ 
      5 малообеспеченный	      ^малообеспеченный/*малообеспеченный$ 
      5 Максатиха	      ^Максатиха/*Максатиха$ 
      5 магнитозвуковой	      ^магнитозвуковой/*магнитозвуковой$ 
      5 Люксенбург	      ^Люксенбург/*Люксенбург$ 
      5 Лацио	      ^Лацио/*Лацио$ 
      5 Кульбей	      ^Кульбей/*Кульбей$ 
      5 Краузе	      ^Краузе/*Краузе$ 
      5 Коэн	      ^Коэн/*Коэн$ 
      5 ккал	      ^ккал/*ккал$ 
      5 Китоусов	      ^Китоусов/*Китоусов$ 
      5 кеплеров	      ^кеплеров/*кеплеров$ 
      5 КВН	      ^КВН/*КВН$ 
      5 Калугин	      ^Калугин/*Калугин$ 
      5 Ишмаэль	      ^Ишмаэль/*Ишмаэль$ 
      5 Ишваракришна	      ^Ишваракришна/*Ишваракришна$ 
      5 Исэпн	      ^Исэпн/*Исэпн$ 
      5 Иоханнесбург	      ^Иоханнесбург/*Иоханнесбург$ 
      5 интенсиональный	      ^интенсиональный/*интенсиональный$ 
      5 Инкомбанк	      ^Инкомбанк/*Инкомбанк$ 
      5 Ильницкий	      ^Ильницкий/*Ильницкий$ 
      5 Журова	      ^Журова/*Журова$ 
      5 живописать	      ^живописать/*живописать$ 
      5 Еткуль	      ^Еткуль/*Еткуль$ 
      5 ЕСН	      ^ЕСН/*ЕСН$ 
      5 енс	      ^енс/*енс$ 
      5 ЕНВД	      ^ЕНВД/*ЕНВД$ 
      5 Емиури	      ^Емиури/*Емиури$ 
      5 древнеевропеец	      ^древнеевропеец/*древнеевропеец$ 
      5 дзен	      ^дзен/*дзен$ 
      5 Дженнер	      ^Дженнер/*Дженнер$ 
      5 Джеймс	      ^Джеймс/*Джеймс$ 
      5 Дерипаска	      ^Дерипаска/*Дерипаска$ 
      5 Дерибрюхово	      ^Дерибрюхово/*Дерибрюхово$ 
      5 Гусман	      ^Гусман/*Гусман$ 
      5 Гришковец	      ^Гришковец/*Гришковец$ 
      5 Гринько	      ^Гринько/*Гринько$ 
      5 Гордиевский	      ^Гордиевский/*Гордиевский$ 
      5 голливуд	      ^голливуд/*голливуд$ 
      5 говно	      ^говно/*говно$ 
      5 г-жа	      ^г/*г$^-/-<guio>$^жа/*жа$ 
      5 Геша	      ^Геша/*Геша$ 
      5 гепатокарцинома	      ^гепатокарцинома/*гепатокарцинома$ 
      5 Гафт	      ^Гафт/*Гафт$ 
      5 Ганков	      ^Ганков/*Ганков$ 
      5 вэб	      ^вэб/*вэб$ 
      5 Володька	      ^Володька/*Володька$ 
      5 ван	      ^ван/*ван$ 
      5 Буллз	      ^Буллз/*Буллз$ 
      5 Бодхисаттва	      ^Бодхисаттва/*Бодхисаттва$ 
      5 Беспалов	      ^Беспалов/*Беспалов$ 
      5 ББВ	      ^ББВ/*ББВ$ 
      5 Бабаева	      ^Бабаева/*Бабаева$ 
      5 Аслан	      ^Аслан/*Аслан$ 
      5 Арутюнян	      ^Арутюнян/*Арутюнян$ 
      5 АО	      ^АО/*АО$ 
      5 антигерпес	      ^антигерпес/*антигерпес$ 
      5 Анечка	      ^Анечка/*Анечка$ 
      5 Алханон	      ^Алханон/*Алханон$ 
      5 адвайта	      ^адвайта/*адвайта$ 
      5 агон	      ^агон/*агон$ 
      4 Ясир	      ^Ясир/*Ясир$ 
      4 Юхсия	      ^Юхсия/*Юхсия$ 
      4 Юри	      ^Юри/*Юри$ 
      4 Эмре	      ^Эмре/*Эмре$ 
      4 Элнис	      ^Элнис/*Элнис$ 
      4 экситонный	      ^экситонный/*экситонный$ 
